ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
3963,9108,9108,Volmolen bij de Vispoort,1615,,1654,,verdwenen,onbekend,volmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09108,watermolen,4
3964,9109,9109,De Oude Vos,1773,,1797,,verdwenen,onbekend,oliemolen- en pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09109,industriemolen,2
3965,9110,9110,Korenmolen bij de Vispoort,1654,,1717,,verdwenen,standerdmolen,korenmolen ?,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09110,industriemolen,2
3966,9113,9113,Grutmolen van Lammert Top,1826,,1832,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09113,rosmolen,3
3967,9114,9114,Grutterij van Hermanus Berghuijs,1816,,1832,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09114,rosmolen,3
3969,9116,9116,Grutterij van Hendrik van der Maaten,0,onbekend,1832,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09116,rosmolen,3
3970,9119,9119,De Hoop,1832,,1854,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09119,industriemolen,2
3971,9121,9121,Korenmolen aan de Lage Valkseweg,1861,,1862,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09121,watermolen,4
3972,9122,9122,Korenmolen van het Huis Groevenbeek,0,onbekend,1557,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09122,watermolen,4
3973,9123,9123,Molen van het Convent Abdickhof,1557,,1700,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09123,industriemolen,2
3974,9124,9124,De Grutmolen,1656,,1720,,verdwenen,onbekend,grutmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09124,watermolen,4
3975,9125,9125,Molen van Erve De Scherpenhof,1537,,1876,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09125,industriemolen,2
3976,9126,9126,De Kleine Kopermolen,1734,,1764,,verdwenen,onbekend,"kopermolen, volmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09126,watermolen,4
3977,9128,9128,Wollen-dekenfabriek,1841,,1873,,verdwenen,watermolen,wollen-dekenfabriek,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09128,watermolen,4
3978,9129,9129,De Eenhoorn (1e),1632,,1776,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09129,industriemolen,2
3979,9130,9130,Kleine molen bij De Eenhoorn,1644,,1655,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09130,industriemolen,2
3980,9131,9131,"Papiermolen (?), mosterd- en snuifmolentje",1649,,1900,,verdwenen,watermolen,"papiermolen, mosterdmolen, snuifmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09131,watermolen,4
3981,9132,9132,Kleine Winnemolen,1750,,1871,,verdwenen,watermolen,"papiermolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09132,watermolen,4
3982,9133,9133,Windemolen,1616,,1698,,verdwenen,onbekend,papiermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09133,industriemolen,2
3985,9138,9138,Lutke's Meule,1989,,2009,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09138,industriemolen,2
3986,9139,9139,(standerdmolen),1558,,0,onbekend,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09139,industriemolen,2
3987,9141,9141,(poldermolentje),1850,,0,onbekend,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09141,poldermolen,1
3988,9145,9145,Molen van Grimbergen (voorganger),1635,,1665,,verdwenen,standerdmolen,runmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09145,industriemolen,2
3989,9146,9146,(koren- en pelmolen),1849,,1864,,verdwenen,onbekend,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09146,industriemolen,2
3990,9148,9148,(standerdmolen),1693,,1799,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09148,industriemolen,2
3991,9149,9149,Oostwolderpolder (1e),1813,,1821,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09149,poldermolen,1
3995,9169,9169,De Onrust (voorganger),1785,,1849,,verdwenen,stellingmolen,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09169,industriemolen,2
3996,9170,9170,(rogge- en schorsmolen),1799,,1849,,verdwenen,stellingmolen,"roggemolen, runmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09170,industriemolen,2
3997,9171,9171,(standerdmolen),1637,,1799,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09171,industriemolen,2
3998,9173,9173,Groevelandstermolen,1850,,1853,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09173,poldermolen,1
3999,9174,9174,(poldermolentje),1850,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09174,poldermolen,1
4001,9177,9177,Rosmolen bij de Pannerdense Molen,1586,,1803,,verdwenen,rosmolen,korenmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09177,rosmolen,3
4002,9179,9179,(watermolentje),1850,,0,onbekend,verdwenen,kleine molen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09179,poldermolen,1
4003,9180,9180,(watermolentje),1850,,0,onbekend,verdwenen,kleine molen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09180,poldermolen,1
4004,9183,9183,(olie- en korenmolen),1851,,1865,,verdwenen,onbekend,"oliemolen, korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09183,industriemolen,2
4005,9184,9184,(poldermolen),1862,,1880,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09184,poldermolen,1
4006,9186,9186,Molen aan de Leemslagenweg,1868,,1876,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09186,poldermolen,1
4007,9187,9187,Molen bij Villa Alexandra,1873,,1903,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09187,poldermolen,1
4008,9189,9189,Grutmolen aan de Grotestraat,0,onbekend,0,onbekend,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09189,rosmolen,3
4009,9190,9190,Grutmolen aan de Grotestraat,0,onbekend,0,onbekend,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09190,rosmolen,3
4010,9191,9191,Watermolen bij het erve Workel,1443,,0,onbekend,verdwenen,watermolen,,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09191,watermolen,4
4011,9192,9192,Molen bij Tusveld,0,onbekend,0,onbekend,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09192,watermolen,4
4012,9193,9193,(rosmolen),1857,,1869,,verdwenen,rosmolen,korenmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09193,rosmolen,3
4013,9194,9194,Molen van het klooster van de Bunner Orde,1478,,0,onbekend,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09194,watermolen,4
4014,9196,9196,Molen van Exloo,1832,,1850,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09196,industriemolen,2
4015,9199,9199,De Haag <i>voorganger</i>,0,onbekend,1704,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09199,industriemolen,2
4016,9209,9209,Molen van Fetse Koopmans,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09209,poldermolen,1
4017,9236,9236,Molen van Jacobus Hofstra,1832,,1850,,verdwenen,tjasker,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09236,poldermolen,1
4018,9242,9242,Molen van Anne Zonneveld,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09242,poldermolen,1
4019,9248,9248,Molen van Jr. Lycklama à Nijeholt,1832,,1850,,verdwenen,tjasker,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09248,poldermolen,1
4021,9256,9256,Molen van Douwe Halbesma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09256,poldermolen,1
4022,9257,9257,Molen van Lieuwe Halbesma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09257,poldermolen,1
4023,9258,9258,Molen van Jan Sikkema,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09258,poldermolen,1
4024,9259,9259,Molen van Cornelis Volkersma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09259,poldermolen,1
4025,9261,9261,Molen van Jan Visser,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09261,poldermolen,1
4026,9262,9262,Molen van Wijger Venema,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09262,poldermolen,1
4027,9263,9263,(tjasker),0,onbekend,1832,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09263,poldermolen,1
4028,9271,9271,Molen van Eretia van Sminia,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09271,poldermolen,1
4029,9272,9272,Molen van Samuël Verweij,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09272,poldermolen,1
4030,9278,9278,Molen van Henderikus van Altena,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09278,poldermolen,1
4031,9282,9282,Molen van Abel Lijklama à Nijeholt,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09282,poldermolen,1
4032,9283,9283,Molen van Foeke Wijnia,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09283,poldermolen,1
4033,9284,9284,Molen van de Diaconij Ruigelollum,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09284,poldermolen,1
4034,9285,9285,Molen van Sipke Basseleur,1832,,1841,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09285,poldermolen,1
4035,9286,9286,Molen van Jacob Terpstra,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09286,poldermolen,1
4036,9287,9287,Molen van Sicco Popta,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09287,poldermolen,1
4037,9288,9288,Molen van de Stad Franeker,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09288,poldermolen,1
4038,9289,9289,Molen van Johannes van der Velde,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09289,poldermolen,1
4039,9290,9290,Molen van Carel van Pallandt,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09290,poldermolen,1
4040,9291,9291,Molen van Helenius Speelman Wobma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09291,poldermolen,1
4041,9292,9292,Molen van Hans van der Meer,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09292,poldermolen,1
4042,9293,9293,Molen van E. Halbersma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09293,poldermolen,1
4043,9294,9294,Molen van Abe Postma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09294,poldermolen,1
4044,9295,9295,Molen van Pals Kingma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09295,poldermolen,1
4045,9297,9297,Molen van Oneas Faber,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09297,poldermolen,1
4046,9299,9299,Molen van Helenius Speelman Wobma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09299,poldermolen,1
4047,9301,9301,Molen van het St. Anthonij Gasthuis,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09301,poldermolen,1
4048,9302,9302,Molen van de Kerk van Spannum,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09302,poldermolen,1
4049,9303,9303,Molen van Hotze Jorritsma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09303,poldermolen,1
4050,9305,9305,Molen van de Kerk,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09305,poldermolen,1
4051,9308,9308,Molen van Jan Agema,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09308,poldermolen,1
4052,9312,9312,Molen van Pieter Bosma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09312,poldermolen,1
4053,9314,9314,(poldermolen),1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09314,poldermolen,1
4054,9319,9319,Molen van Jr. van Pallandt,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09319,poldermolen,1
4055,9324,9324,Molen van Bontje van der Valk,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09324,poldermolen,1
4056,9329,9329,Molen van Theo Looxma,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09329,poldermolen,1
4057,9336,9336,Molen van Gerard van Wageningen,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09336,poldermolen,1
4058,9342,9342,Molen van J.S.G.T. van Burmania Rengers,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09342,poldermolen,1
4059,9347,9347,Molen van Jacob de Vink,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09347,poldermolen,1
4060,9358,9358,Molen van J.S.F. Schwartzenberg,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09358,poldermolen,1
4061,9360,9360,Molen van Willem Albarda,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09360,poldermolen,1
4062,9364,9364,Wulvensepolder (1e),0,onbekend,1738,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09364,poldermolen,1
4063,9366,9366,Molen van Onco van Swinderen,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09366,poldermolen,1
4064,9367,9367,Molen van Jan de Jong,1832,,1854,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09367,poldermolen,1
4065,9369,9369,Molen van Constantia Rengers,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09369,poldermolen,1
4066,9370,9370,Molen van Constantia Rengers,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09370,poldermolen,1
4067,9371,9371,Molen van Cornelis Bouma,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09371,poldermolen,1
4068,9372,9372,Molen van Meine van der Sluis,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09372,poldermolen,1
4069,9376,9376,Woudpolder,0,onbekend,1832,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09376,poldermolen,1
4070,9377,9377,Molen van Onco van Swinderen,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09377,poldermolen,1
4071,9380,9380,Molen van Constantia Rengers,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09380,poldermolen,1
